pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,itl,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"ZE2 9SD","ZE2  9SD","ZE2 9SD","198001","","0","442751","1144605","1","S00129112","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.183627,-1.231090,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9SE","ZE2  9SE","ZE2 9SE","198001","","0","443055","1145305","1","S00129112","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.189880,-1.225462,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9SF","ZE2  9SF","ZE2 9SF","198001","","0","444232","1146472","1","S00129113","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.200242,-1.203995,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9SG","ZE2  9SG","ZE2 9SG","198001","","0","443229","1146734","1","S00128973","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012405","S02002325","S34002508","S03000037","S99999999","S99999999","8","6A3",60.202691,-1.222021,"S99999999","S99999999","S23000009",5270,"S99999999","S99999999"
"ZE2 9SH","ZE2  9SH","ZE2 9SH","198001","","0","442278","1144758","1","S00129114","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.185050,-1.239584,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9SJ","ZE2  9SJ","ZE2 9SJ","198101","","0","436102","1168468","1","S00129076","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8C2",60.398510,-1.346690,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SL","ZE2  9SL","ZE2 9SL","198001","","0","435865","1167760","1","S00129075","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.392175,-1.351117,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SN","ZE2  9SN","ZE2 9SN","198001","","0","435847","1168544","1","S00129074","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8A2",60.399227,-1.351317,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SP","ZE2  9SP","ZE2 9SP","198001","","0","435958","1168524","1","S00129076","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8C2",60.399038,-1.349306,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SQ","ZE2  9SQ","ZE2 9SQ","198001","","0","443010","1150244","1","S00128974","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012405","S02002325","S34002506","S03000037","S99999999","S99999999","8","1A1",60.234226,-1.225229,"S99999999","S99999999","S23000009",5270,"S99999999","S99999999"
"ZE2 9SR","ZE2  9SR","ZE2 9SR","198001","","0","435967","1168443","1","S00129076","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8C2",60.398298,-1.349144,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SS","ZE2  9SS","ZE2 9SS","198001","","0","436001","1168415","1","S00129076","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8C2",60.398043,-1.348532,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9ST","ZE2  9ST","ZE2 9ST","198001","","0","435909","1168431","1","S00129088","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8A2",60.398195,-1.350198,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SU","ZE2  9SU","ZE2 9SU","198001","","0","435891","1168377","1","S00129088","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8A2",60.397712,-1.350535,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SW","ZE2  9SW","ZE2 9SW","198001","","0","435913","1168617","1","S00129074","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8A2",60.399865,-1.350093,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SX","ZE2  9SX","ZE2 9SX","198001","","0","435817","1168360","1","S00129088","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8A2",60.397578,-1.351894,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SY","ZE2  9SY","ZE2 9SY","198001","","0","435765","1168364","1","S00129088","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8A2",60.397606,-1.352823,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9SZ","ZE2  9SZ","ZE2 9SZ","198001","","0","435797","1168491","1","S00129074","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","8A2",60.398756,-1.352233,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9TA","ZE2  9TA","ZE2 9TA","198001","","0","462092","1209525","1","S00129016","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012414","S02002328","S34002514","S03000037","S99999999","S99999999","8","1A1",60.763909,-0.862260,"S99999999","S99999999","S23000009",3381,"S99999999","S99999999"
"ZE2 9TB","ZE2  9TB","ZE2 9TB","198003","199912","0","444537","1174436","3","S00129020","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","8C2",60.451249,-1.192311,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TD","ZE2  9TD","ZE2 9TD","198003","","0","444892","1175033","1","S00129118","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","1B1",60.456570,-1.185725,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TE","ZE2  9TE","ZE2 9TE","198001","","0","444085","1173936","1","S00129119","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","8C3",60.446810,-1.200636,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TF","ZE2  9TF","ZE2 9TF","198001","","0","444541","1174269","1","S00129020","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","8C2",60.449750,-1.192276,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TG","ZE2  9TG","ZE2 9TG","198001","","0","445184","1175507","1","S00128997","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","8C2",60.460807,-1.180323,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TH","ZE2  9TH","ZE2 9TH","198001","","0","445211","1175373","1","S00129117","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","8A2",60.459587,-1.179850,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TJ","ZE2  9TJ","ZE2 9TJ","198001","200808","1","464331","1213371","1","S00128976","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012414","S02002328","S34002514","S03000037","S99999999","S99999999","8","1B1",60.798077,-0.819909,"S99999999","S99999999","S23000009",3381,"S99999999","S99999999"
"ZE2 9TL","ZE2  9TL","ZE2 9TL","198003","","0","444419","1174083","1","S00129020","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","8C2",60.448107,-1.194547,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TN","ZE2  9TN","ZE2 9TN","199111","","0","464373","1213297","1","S00128976","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012414","S02002328","S34002514","S03000037","S99999999","S99999999","8","1B1",60.797406,-0.819162,"S99999999","S99999999","S23000009",3381,"S99999999","S99999999"
"ZE2 9TP","ZE2  9TP","ZE2 9TP","199210","","0","464468","1213451","1","S00128976","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012414","S02002328","S34002514","S03000037","S99999999","S99999999","8","1B1",60.798772,-0.817366,"S99999999","S99999999","S23000009",3381,"S99999999","S99999999"
"ZE2 9TQ","ZE2  9TQ","ZE2 9TQ","198001","","0","445152","1175434","1","S00128997","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34002507","S03000037","S99999999","S99999999","8","8C2",60.460141,-1.180909,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TR","ZE2  9TR","ZE2 9TR","199612","","0","443042","1144347","1","S00129114","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.181280,-1.225899,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9TS","ZE2  9TS","ZE2 9TS","199712","","0","454437","1163405","1","S00129007","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012415","S02002328","S34002518","S03000037","S99999999","S99999999","8","1A1",60.351012,-1.015390,"S99999999","S99999999","S23000009",5499,"S99999999","S99999999"
"ZE2 9TT","ZE2  9TT","ZE2 9TT","199712","","0","435207","1167869","1","S00129075","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.393211,-1.363035,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9TU","ZE2  9TU","ZE2 9TU","198001","","1","440032","1175079","1","S00129021","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34000593","S03000037","S99999999","S99999999","8","1A1",60.457493,-1.274058,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9TW","ZE2  9TW","ZE2 9TW","199812","","0","463618","1210098","1","S00129016","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012414","S02002328","S34002514","S03000037","S99999999","S99999999","8","1A1",60.768833,-0.834087,"S99999999","S99999999","S23000009",3381,"S99999999","S99999999"
"ZE2 9TX","ZE2  9TX","ZE2 9TX","199706","","0","444443","1139606","1","S00129101","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012391","S02002323","S34002501","S03000037","S99999999","S99999999","8","1A1",60.138575,-1.201686,"S99999999","S99999999","S23000009",4916,"S99999999","S99999999"
"ZE2 9TY","ZE2  9TY","ZE2 9TY","199406","","0","435982","1168011","1","S00129078","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","1C3",60.394418,-1.348949,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9TZ","ZE2  9TZ","ZE2 9TZ","200302","","0","434703","1167585","1","S00129075","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.390716,-1.372241,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9UA","ZE2  9UA","ZE2 9UA","200902","","0","435024","1167958","1","S00129075","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.394026,-1.366339,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9UB","ZE2  9UB","ZE2 9UB","199612","","0","447864","1165477","1","S00129120","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012406","S02002326","S34002509","S03000037","S99999999","S99999999","8","1B1",60.370441,-1.133987,"S99999999","S99999999","S23000009",4406,"S99999999","S99999999"
"ZE2 9UD","ZE2  9UD","ZE2 9UD","201202","201702","0","434744","1167772","2","S00128991","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.392380,-1.371452,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9UE","ZE2  9UE","ZE2 9UE","201105","","0","442708","1124130","1","S00128953","S99999999","S99999999","S12000027","S13002776","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012389","S02002322","S34002521","S03000037","S99999999","S99999999","8","1A1",59.999813,-1.236134,"S99999999","S99999999","S23000009",4699,"S99999999","S99999999"
"ZE2 9UF","ZE2  9UF","ZE2 9UF","199812","199912","1","447864","1165477","8","S00129120","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012406","S02002326","S34002509","S03000037","S99999999","S99999999","8","1B1",60.370441,-1.133987,"S99999999","S99999999","S23000009",4406,"S99999999","S99999999"
"ZE2 9UG","ZE2  9UG","ZE2 9UG","199906","200203","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE2 9UH","ZE2  9UH","ZE2 9UH","199912","200311","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE2 9UJ","ZE2  9UJ","ZE2 9UJ","201008","","0","442813","1124118","1","S00128953","S99999999","S99999999","S12000027","S13002776","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012389","S02002322","S34002521","S03000037","S99999999","S99999999","8","1A1",59.999687,-1.234249,"S99999999","S99999999","S23000009",4699,"S99999999","S99999999"
"ZE2 9UL","ZE2  9UL","ZE2 9UL","201011","","0","443637","1146226","1","S00129113","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.198097,-1.214779,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9UN","ZE2  9UN","ZE2 9UN","201105","","0","440933","1176450","1","S00129021","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34000593","S03000037","S99999999","S99999999","8","1A1",60.469711,-1.257399,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9UP","ZE2  9UP","ZE2 9UP","201511","","0","440288","1173196","1","S00129021","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34000593","S03000037","S99999999","S99999999","8","1A1",60.440576,-1.269798,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9UQ","ZE2  9UQ","ZE2 9UQ","198403","199412","1","435460","1168140","8","S00129075","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.395622,-1.358397,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9UR","ZE2  9UR","ZE2 9UR","199812","","0","439855","1173802","1","S00129021","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012411","S02002327","S34000593","S03000037","S99999999","S99999999","8","1A1",60.446059,-1.277544,"S99999999","S99999999","S23000009",3440,"S99999999","S99999999"
"ZE2 9US","ZE2  9US","ZE2 9US","201207","","0","442919","1144442","1","S00129114","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.182156,-1.228104,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9UT","ZE2  9UT","ZE2 9UT","199812","","0","462189","1208202","1","S00129017","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012414","S02002328","S34002514","S03000037","S99999999","S99999999","8","1B1",60.752039,-0.860915,"S99999999","S99999999","S23000009",3381,"S99999999","S99999999"
"ZE2 9UU","ZE2  9UU","ZE2 9UU","199210","199502","1","448780","1189530","8","S00129011","S99999999","S99999999","S12000027","S13002772","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012413","S02002328","S34002496","S03000037","S99999999","S99999999","8","1A1",60.586262,-1.111498,"S99999999","S99999999","S23000009",3825,"S99999999","S99999999"
"ZE2 9UW","ZE2  9UW","ZE2 9UW","201206","","0","444185","1130313","1","S00128962","S99999999","S99999999","S12000027","S13002776","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012390","S02002322","S34002501","S03000037","S99999999","S99999999","8","1A1",60.055169,-1.208332,"S99999999","S99999999","S23000009",4675,"S99999999","S99999999"
"ZE2 9UX","ZE2  9UX","ZE2 9UX","201210","202105","0","435964","1168758","1","S00129078","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","1C3",60.401138,-1.349155,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9UY","ZE2  9UY","ZE2 9UY","201301","","0","436936","1131536","1","S00129141","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012403","S02002325","S34002500","S03000037","S99999999","S99999999","8","1A1",60.066865,-1.338281,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE2 9UZ","ZE2  9UZ","ZE2 9UZ","201409","","0","436063","1168567","1","S00129078","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002523","S03000037","S99999999","S99999999","8","1C3",60.399402,-1.347380,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9WF","ZE2  9WF","ZE2 9WF","200006","200305","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE2 9WG","ZE2  9WG","ZE2 9WG","200106","200406","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE2 9WH","ZE2  9WH","ZE2 9WH","201402","","0","443396","1145836","1","S00129113","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.194611,-1.219201,"S99999999","S99999999","S23000009",4486,"S99999999","S99999999"
"ZE2 9WJ","ZE2  9WJ","ZE2 9WJ","201501","","0","442704","1124066","1","S00128953","S99999999","S99999999","S12000027","S13002776","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012389","S02002322","S34002521","S03000037","S99999999","S99999999","8","1A1",59.999239,-1.236219,"S99999999","S99999999","S23000009",4699,"S99999999","S99999999"
"ZE2 9WL","ZE2  9WL","ZE2 9WL","201505","","0","434763","1167481","1","S00128991","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.389778,-1.371171,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9WN","ZE2  9WN","ZE2 9WN","201705","","1","434798","1167495","5","S00128991","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.389900,-1.370533,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9WW","ZE2  9WW","ZE2 9WW","201711","201806","1","434798","1167495","5","S00128991","S99999999","S99999999","S12000027","S13002773","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012410","S02002327","S34002517","S03000037","S99999999","S99999999","8","1A1",60.389900,-1.370533,"S99999999","S99999999","S23000009",5203,"S99999999","S99999999"
"ZE2 9WX","ZE2  9WX","ZE2 9WX","200701","200801","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE2 9WY","ZE2  9WY","ZE2 9WY","200609","200705","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
"ZE2 9WZ","ZE2  9WZ","ZE2 9WZ","200602","200904","1","447759","1141280","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S30000041","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153222,-1.141595,"S99999999","S99999999","S23000009",4698,"S99999999","S99999999"
